forest,plot,pest,severity,date
Atacado-Formiga,68,Formiga,LOW,2022-04-19
Atacado-Formiga,69,Formiga,LOW,2022-04-19
Atacado-Formiga,70,Formiga,LOW,2022-04-19
Atacado-Formiga,71,Formiga,LOW,2022-04-19
Atacado-Formiga,72,Formiga,LOW,2022-04-19
Atacado-Formiga,73,Formiga,LOW,2022-04-19
Atacado-Formiga,74,Formiga,LOW,2022-04-19
Atacado-Formiga,75,Formiga,LOW,2022-04-19
Atacado-Formiga,76,Formiga,LOW,2022-04-19
Atacado-Formiga,77,Formiga,LOW,2022-04-19
Atacado-Formiga,78,Formiga,LOW,2022-04-19
Atacado-Formiga,79,Formiga,LOW,2022-04-19
Atacado-Formiga,80,Formiga,LOW,2022-04-19
Atacado-Formiga,81,Formiga,LOW,2022-04-19
Atacado-Formiga,82,Formiga,LOW,2022-04-19
Atacado-Formiga,83,Formiga,LOW,2022-04-19
Atacado-Formiga,84,Formiga,LOW,2022-04-19
Atacado-Formiga,85,Formiga,LOW,2022-04-19
Atacado-Formiga,86,Formiga,LOW,2022-04-19
Atacado-Formiga,87,Formiga,LOW,2022-04-19
Atacado-Formiga,88,Formiga,LOW,2022-04-19
Atacado-Formiga,89,Formiga,LOW,2022-04-19
Atacado-Formiga,90,Formiga,LOW,2022-04-19
Atacado-Formiga,91,Formiga,LOW,2022-04-19
Atacado-Formiga,92,Formiga,LOW,2022-04-19
Atacado-Formiga,93,Formiga,LOW,2022-04-19
Atacado-Formiga,94,Formiga,LOW,2022-04-19
Atacado-Formiga,95,Formiga,LOW,2022-04-19
Atacado-Formiga,96,Formiga,LOW,2022-04-19
Atacado-Formiga,97,Formiga,LOW,2022-04-19
Atacado-Formiga,98,Formiga,LOW,2022-04-19
Atacado-Formiga,99,Formiga,LOW,2022-04-19
Atacado-Formiga,100,Formiga,LOW,2022-04-19
Atacado-Formiga,101,Formiga,LOW,2022-04-19
Atacado-Formiga,102,Formiga,LOW,2022-04-19
Atacado-Formiga,103,Formiga,LOW,2022-04-19
Atacado-Formiga,104,Formiga,LOW,2022-04-19
Atacado-Formiga,105,Formiga,LOW,2022-04-19
Atacado-Formiga,106,Formiga,LOW,2022-04-19
Atacado-Formiga,107,Formiga,LOW,2022-04-19
Atacado-Formiga,108,Formiga,LOW,2022-04-19
Atacado-Formiga,109,Formiga,LOW,2022-04-19
Atacado-Formiga,110,Formiga,LOW,2022-04-19
Atacado-Formiga,111,Formiga,LOW,2022-04-19
Atacado-Formiga,112,Formiga,LOW,2022-04-19
Atacado-Formiga,113,Formiga,LOW,2022-04-19
Atacado-Formiga,114,Formiga,LOW,2022-04-19
Atacado-Formiga,115,Formiga,LOW,2022-04-19
Atacado-Formiga,116,Formiga,LOW,2022-04-19
Atacado-Formiga,117,Formiga,LOW,2022-04-19
Atacado-Formiga,118,Formiga,LOW,2022-04-19
Atacado-Formiga,119,Formiga,LOW,2022-04-19
Atacado-Formiga,120,Formiga,LOW,2022-04-19
Atacado-Formiga,121,Formiga,LOW,2022-04-19
Atacado-Formiga,122,Formiga,LOW,2022-04-19
Atacado-Formiga,123,Formiga,LOW,2022-04-19
Atacado-Formiga,124,Formiga,LOW,2022-04-19
Atacado-Formiga,125,Formiga,LOW,2022-04-19
Atacado-Formiga,126,Formiga,LOW,2022-04-19
Atacado-Formiga,127,Formiga,LOW,2022-04-19
Atacado-Formiga,128,Formiga,LOW,2022-04-19
Atacado-Formiga,129,Formiga,LOW,2022-04-19
Atacado-Formiga,130,Formiga,LOW,2022-04-19
Atacado-Formiga,131,Formiga,LOW,2022-04-19
Atacado-Formiga,132,Formiga,LOW,2019-09-27
Atacado-Formiga,133,Formiga,LOW,2019-09-27
Atacado-Formiga,134,Formiga,LOW,2019-09-27
Atacado-Formiga,135,Formiga,LOW,2019-09-27
Atacado-Formiga,136,Formiga,LOW,2021-11-01
Atacado-Formiga,137,Formiga,LOW,2021-11-01
Atacado-Formiga,138,Formiga,LOW,2021-11-01
Atacado-Formiga,139,Formiga,LOW,2021-11-01
Atacado-Formiga,140,Formiga,LOW,2021-11-01
Atacado-Formiga,141,Formiga,LOW,2021-11-01
Atacado-Formiga,142,Formiga,LOW,2021-11-01
Atacado-Formiga,143,Formiga,LOW,2021-11-01
Atacado-Formiga,144,Formiga,LOW,2021-11-01
Atacado-Formiga,145,Formiga,LOW,2021-11-01
Atacado-Formiga,146,Formiga,LOW,2021-11-01
Atacado-Formiga,147,Formiga,LOW,2021-11-01
Atacado-Formiga,148,Formiga,LOW,2021-11-01
Atacado-Formiga,149,Formiga,LOW,2021-11-01
Atacado-Formiga,150,Formiga,LOW,2021-11-01
Atacado-Formiga,151,Formiga,LOW,2021-11-01
Atacado-Formiga,152,Formiga,LOW,2021-11-01
Atacado-Formiga,153,Formiga,LOW,2021-11-01
Atacado-Formiga,154,Formiga,LOW,2021-11-01
Atacado-Formiga,155,Formiga,LOW,2021-11-01
Atacado-Formiga,156,Formiga,LOW,2021-11-01
Atacado-Formiga,157,Formiga,LOW,2021-11-01
Atacado-Formiga,158,Formiga,LOW,2021-11-01
Atacado-Formiga,159,Formiga,LOW,2021-11-01
Atacado-Formiga,160,Formiga,LOW,2021-11-01
Atacado-Formiga,161,Formiga,LOW,2021-11-01
Atacado-Formiga,162,Formiga,LOW,2021-11-01
Atacado-Formiga,163,Formiga,LOW,2021-11-01
Atacado-Formiga,164,Formiga,LOW,2021-11-01
Atacado-Formiga,165,Formiga,LOW,2021-11-01
Atacado-Formiga,166,Formiga,LOW,2021-11-01
Atacado-Formiga,167,Formiga,LOW,2021-11-01
Atacado-Formiga,168,Formiga,LOW,2021-11-01
Atacado-Formiga,169,Formiga,LOW,2021-11-01
Atacado-Formiga,170,Formiga,LOW,2021-11-15
Formiga-Saudavel,1,Saudavel,LOW,2022-04-19
Formiga-Saudavel,2,Saudavel,LOW,2022-04-19
Formiga-Saudavel,3,Saudavel,LOW,2022-04-19
Formiga-Saudavel,4,Saudavel,LOW,2022-04-19
Formiga-Saudavel,5,Saudavel,LOW,2022-04-19
Formiga-Saudavel,6,Saudavel,LOW,2022-04-19
Formiga-Saudavel,7,Saudavel,LOW,2022-04-19
Formiga-Saudavel,8,Saudavel,LOW,2022-04-19
Formiga-Saudavel,9,Saudavel,LOW,2022-04-19
Formiga-Saudavel,10,Saudavel,LOW,2022-04-19
Formiga-Saudavel,11,Saudavel,LOW,2022-04-19
Formiga-Saudavel,12,Saudavel,LOW,2022-04-19
Formiga-Saudavel,13,Saudavel,LOW,2022-04-19
Formiga-Saudavel,14,Saudavel,LOW,2022-04-19
Formiga-Saudavel,15,Saudavel,LOW,2022-04-19
Formiga-Saudavel,16,Saudavel,LOW,2022-04-19
Formiga-Saudavel,17,Saudavel,LOW,2022-04-19
Formiga-Saudavel,18,Saudavel,LOW,2022-04-19
Formiga-Saudavel,19,Saudavel,LOW,2022-04-19
Formiga-Saudavel,20,Saudavel,LOW,2022-04-19
Formiga-Saudavel,21,Saudavel,LOW,2022-04-19
Formiga-Saudavel,22,Saudavel,LOW,2022-04-19
Formiga-Saudavel,23,Saudavel,LOW,2022-04-19
Formiga-Saudavel,24,Saudavel,LOW,2022-04-19
Formiga-Saudavel,25,Saudavel,LOW,2022-04-19
Formiga-Saudavel,26,Saudavel,LOW,2022-04-19
Formiga-Saudavel,27,Saudavel,LOW,2022-04-19
Formiga-Saudavel,28,Saudavel,LOW,2022-04-19
Formiga-Saudavel,29,Saudavel,LOW,2022-04-19
Formiga-Saudavel,30,Saudavel,LOW,2022-04-19
Formiga-Saudavel,31,Saudavel,LOW,2022-04-19
Formiga-Saudavel,32,Saudavel,LOW,2022-04-19
Formiga-Saudavel,33,Saudavel,LOW,2022-04-19
Formiga-Saudavel,34,Saudavel,LOW,2022-04-19
Formiga-Saudavel,35,Saudavel,LOW,2022-04-19
Formiga-Saudavel,36,Saudavel,LOW,2022-04-19
Formiga-Saudavel,37,Saudavel,LOW,2022-04-19
Formiga-Saudavel,38,Saudavel,LOW,2022-04-22
Formiga-Saudavel,39,Saudavel,LOW,2022-04-22
Formiga-Saudavel,40,Saudavel,LOW,2022-04-22
Formiga-Saudavel,41,Saudavel,LOW,2022-04-22
Formiga-Saudavel,42,Saudavel,LOW,2022-04-22
Formiga-Saudavel,43,Saudavel,LOW,2022-04-22
Formiga-Saudavel,44,Saudavel,LOW,2022-04-22
Formiga-Saudavel,45,Saudavel,LOW,2022-04-22
Formiga-Saudavel,46,Saudavel,LOW,2022-04-22
Formiga-Saudavel,47,Saudavel,LOW,2022-04-22
Formiga-Saudavel,48,Saudavel,LOW,2022-04-22
Formiga-Saudavel,49,Saudavel,LOW,2022-04-01
Formiga-Saudavel,50,Saudavel,LOW,2022-04-01
Formiga-Saudavel,51,Saudavel,LOW,2022-04-01
Formiga-Saudavel,52,Saudavel,LOW,2022-04-01
Formiga-Saudavel,53,Saudavel,LOW,2022-04-01
Formiga-Saudavel,54,Saudavel,LOW,2022-04-01
Formiga-Saudavel,55,Saudavel,LOW,2022-04-01
Formiga-Saudavel,56,Saudavel,LOW,2022-04-01
Formiga-Saudavel,57,Saudavel,LOW,2022-04-01
Formiga-Saudavel,58,Saudavel,LOW,2022-04-01
Formiga-Saudavel,59,Saudavel,LOW,2022-04-01
Formiga-Saudavel,60,Saudavel,LOW,2022-04-01
Formiga-Saudavel,61,Saudavel,LOW,2022-04-01
Formiga-Saudavel,62,Saudavel,LOW,2022-04-01
Formiga-Saudavel,63,Saudavel,LOW,2022-04-01
Formiga-Saudavel,64,Saudavel,LOW,2022-04-01
Formiga-Saudavel,65,Saudavel,LOW,2022-04-01
Formiga-Saudavel,66,Saudavel,LOW,2019-09-27
Formiga-Saudavel,67,Saudavel,LOW,2019-09-27
Gema,001A,Lagarta Desfolhadora,LOW,2024-07-01
Boi Preto VI,101,Psilideo,LOW,2024-05-01
Boi Preto VI,102,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,103,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,104,Psilideo,HIGH,2024-05-01
Boi Preto VI,105,Psilideo,LOW,2024-05-01
Boi Preto VI,106,Psilideo,LOW,2024-05-01
Boi Preto VI,107,Psilideo,LOW,2024-05-01
Boi Preto VI,108,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,109,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,110,Psilideo,HIGH,2024-05-01
Boi Preto VI,111,Psilideo,LOW,2024-05-01
Boi Preto VI,112,Psilideo,LOW,2024-05-01
Boi Preto VI,113,Psilideo,LOW,2024-05-01
Boi Preto VI,114,Psilideo,LOW,2024-05-01
Boi Preto VI,115,Psilideo,LOW,2024-05-01
Boi Preto VI,116,Psilideo,LOW,2024-05-01
Boi Preto VI,117,Psilideo,LOW,2024-05-01
Boi Preto VI,118,Psilideo,LOW,2024-05-01
Boi Preto VI,119,Psilideo,LOW,2024-05-01
Boi Preto VI,120,Psilideo,LOW,2024-05-01
Boi Preto VI,121,Psilideo,LOW,2024-05-01
Boi Preto VI,122,Psilideo,LOW,2024-05-01
Boi Preto VI,123,Psilideo,LOW,2024-05-01
Boi Preto VI,124,Psilideo,LOW,2024-05-01
Boi Preto VI,125,Psilideo,LOW,2024-05-01
Boi Preto VI,126,Psilideo,LOW,2024-05-01
Boi Preto XI,001,Formiga,LOW,2024-10-01
Boi Preto XI,002,Formiga,LOW,2024-10-01
Boi Preto XI,002A,Formiga,LOW,2024-10-01
Boi Preto XI,003,Formiga,LOW,2024-10-01
Boi Preto XI,004,Formiga,LOW,2024-10-01
Boi Preto XI,005,Formiga,LOW,2024-10-01
Boi Preto XI,006,Formiga,LOW,2024-10-01
Boi Preto XI,007,Formiga,LOW,2024-10-01
Boi Preto XI,008,Formiga,LOW,2024-10-01
Boi Preto XI,009,Formiga,LOW,2024-10-01
Boi Preto XI,010,Formiga,LOW,2024-10-01
Boi Preto XI,011,Formiga,LOW,2024-10-01
Boi Preto XI,012,Formiga,LOW,2024-10-01
Boi Preto XI,013,Formiga,LOW,2024-10-01
Boi Preto XI,014,Formiga,LOW,2024-10-01
Boi Preto XI,015,Formiga,LOW,2024-10-01
Boi Preto XI,016,Formiga,LOW,2024-10-01
Boi Preto XI,017,Formiga,LOW,2024-10-01
Boi Preto XI,017A,Formiga,LOW,2024-10-01
Boi Preto XI,018,Formiga,HIGH,2024-10-01
Boi Preto XI,019,Formiga,LOW,2024-10-01
Boi Preto XI,020,Formiga,MEDIUM,2024-10-01
Boi Preto XI,022,Formiga,LOW,2024-10-01
Boi Preto XI,023,Formiga,LOW,2024-10-01
Boi Preto XI,024,Formiga,LOW,2024-10-01
Boi Preto XI,025,Formiga,HIGH,2024-10-01
Boi Preto XI,026,Formiga,HIGH,2024-10-01
Boi Preto XI,027,Formiga,LOW,2024-10-01
Boi Preto XI,029,Formiga,LOW,2024-10-01
Boi Preto XI,030,Formiga,LOW,2024-10-01
Boi Preto XI,031,Formiga,HIGH,2024-10-01
Boi Preto XI,032,Formiga,HIGH,2024-10-01
Boi Preto XI,033,Formiga,LOW,2024-10-01
Boi Preto XI,034,Formiga,HIGH,2024-10-01
Boi Preto XI,035,Formiga,LOW,2024-10-01
Boi Preto XI,036,Formiga,LOW,2024-10-01
Boi Preto XI,037,Formiga,HIGH,2024-10-01
Boi Preto XI,038,Formiga,HIGH,2024-10-01
Boi Preto XI,039,Formiga,HIGH,2024-10-01
Boi Preto XI,040,Formiga,HIGH,2024-10-01
Boi Preto XI,041,Formiga,HIGH,2024-10-01
Boi Preto XI,042,Formiga,MEDIUM,2024-10-01
Boi Preto XI,043,Formiga,HIGH,2024-10-01
Boi Preto XI,044,Formiga,LOW,2024-10-01
Boi Preto XI,045,Formiga,MEDIUM,2024-10-01
Boi Preto XI,046,Formiga,HIGH,2024-10-01
Boi Preto XI,047,Formiga,MEDIUM,2024-10-01
Boi Preto XI,048,Formiga,MEDIUM,2024-10-01
Boi Preto XI,049,Formiga,MEDIUM,2024-10-01
Boi Preto XI,050,Formiga,LOW,2024-10-01
Boi Preto XI,051,Formiga,MEDIUM,2024-10-01
Boi Preto XI,052,Formiga,HIGH,2024-10-01
Boi Preto XI,053,Formiga,HIGH,2024-10-01
Boi Preto XI,054,Formiga,HIGH,2024-10-01
Boi Preto XI,055,Formiga,HIGH,2024-10-01
Boi Preto XI,056,Formiga,HIGH,2024-10-01
Boi Preto XI,057,Formiga,HIGH,2024-10-01
Gema,001,Lagarta Desfolhadora,LOW,2024-07-01
Gema,001B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,002,Lagarta Desfolhadora,LOW,2024-07-01
Gema,003,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,005,Lagarta Desfolhadora,LOW,2024-07-01
Gema,006,Lagarta Desfolhadora,LOW,2024-07-01
Gema,007,Lagarta Desfolhadora,LOW,2024-07-01
Gema,008,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,010,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,011,Lagarta Desfolhadora,LOW,2024-07-01
Gema,011A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,012,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,013,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,014,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,015,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,016,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,017,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,018,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,019,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,020,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,022,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,022A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,023,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,025,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,025A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,026,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,027,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,029,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,031,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,032,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,033A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,033B,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,034,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,035,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,036,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,037,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,038,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,040,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,041,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,042,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,043,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,044,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,045,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,026,Lagarta Desfolhadora,LOW,2024-07-05
Gema,026,Lagarta Desfolhadora,LOW,2024-07-10
Gema,026,Lagarta Desfolhadora,LOW,2024-08-16
Gema,026,Lagarta Desfolhadora,LOW,2024-11-14
Gema,027,Lagarta Desfolhadora,LOW,2024-07-06
Gema,027,Lagarta Desfolhadora,LOW,2024-07-11
Gema,027,Lagarta Desfolhadora,LOW,2024-08-16
Gema,027,Lagarta Desfolhadora,LOW,2024-11-14
Gema,028,Lagarta Desfolhadora,LOW,2024-07-07
Gema,028,Lagarta Desfolhadora,LOW,2024-07-12
Gema,028,Lagarta Desfolhadora,LOW,2024-08-16
Gema,028,Lagarta Desfolhadora,LOW,2024-11-14
Gema,029,Lagarta Desfolhadora,LOW,2024-07-09
Gema,029,Lagarta Desfolhadora,LOW,2024-07-14
Gema,029,Lagarta Desfolhadora,LOW,2024-08-16
Gema,029,Lagarta Desfolhadora,LOW,2024-11-14
Terere,001,Lagarta Desfolhadora,LOW,2024-06-06
Terere,002,Lagarta Desfolhadora,LOW,2024-05-13
Terere,002,Lagarta Desfolhadora,LOW,2024-06-06
Terere,003,Lagarta Desfolhadora,LOW,2024-05-13
Terere,003,Lagarta Desfolhadora,LOW,2024-06-06
Terere,004,Lagarta Desfolhadora,LOW,2024-05-08
Terere,004,Lagarta Desfolhadora,LOW,2024-05-13
Terere,004,Lagarta Desfolhadora,LOW,2024-06-06
